,host_country,game_year,event,medal_type,athlete_country
2313,china,2008,taekwondo - 68 - 80 kg men,bronze,usa
2314,china,2008,taekwondo - 68 - 80 kg men,bronze,china
2315,china,2008,taekwondo - 80 kg men,gold,south korea
2316,china,2008,taekwondo - 80 kg men,silver,greece
2317,china,2008,taekwondo - 80 kg men,bronze,kazakhstan
2318,china,2008,taekwondo - 80 kg men,bronze,nigeria
2319,china,2008,taekwondo - 49 - 57 kg women,gold,south korea
2320,china,2008,taekwondo - 49 - 57 kg women,silver,turkey
2321,china,2008,taekwondo - 49 - 57 kg women,bronze,usa
2322,china,2008,taekwondo - 49 - 57 kg women,bronze,croatia
2323,china,2008,taekwondo - 67 kg women,gold,mexico
2324,china,2008,taekwondo - 67 kg women,silver,norway
2325,china,2008,taekwondo - 67 kg women,bronze,brazil
2326,china,2008,taekwondo - 67 kg women,bronze,great britain
2327,china,2008,rowing - single sculls 1x women,gold,bulgaria
2328,china,2008,rowing - single sculls 1x women,silver,usa
2329,china,2008,rowing - single sculls 1x women,bronze,belarus
2330,china,2008,rowing - single sculls 1x men,gold,norway
2331,china,2008,rowing - single sculls 1x men,silver,czechia
2332,china,2008,rowing - single sculls 1x men,bronze,new zealand
2333,china,2008,boxing - 48-51kg flyweight men,gold,thailand
2334,china,2008,boxing - 48-51kg flyweight men,silver,cuba
2335,china,2008,boxing - 48-51kg flyweight men,bronze,russian federation
2336,china,2008,boxing - 48-51kg flyweight men,bronze,italy
2337,china,2008,boxing - 57-60kg lightweight men,gold,russian federation
2338,china,2008,boxing - 57-60kg lightweight men,silver,france
2339,china,2008,boxing - 57-60kg lightweight men,bronze,armenia
2340,china,2008,boxing - 57-60kg lightweight men,bronze,cuba
2341,china,2008,boxing - 60 - 64 kg men,gold,dominican republic
2342,china,2008,boxing - 60 - 64 kg men,silver,thailand
2343,china,2008,boxing - 60 - 64 kg men,bronze,cuba
2344,china,2008,boxing - 60 - 64 kg men,bronze,france
2345,china,2008,boxing - 81-91kg heavyweight men,gold,russian federation
2346,china,2008,boxing - 81-91kg heavyweight men,silver,italy
2347,china,2008,boxing - 81-91kg heavyweight men,bronze,cuba
2348,china,2008,boxing - 81-91kg heavyweight men,bronze,usa
2349,china,2008,boxing - 48kg light flywieght men,gold,china
2350,china,2008,boxing - 48kg light flywieght men,silver,mongolia
2351,china,2008,boxing - 48kg light flywieght men,bronze,cuba
2352,china,2008,boxing - 48kg light flywieght men,bronze,ireland
2353,china,2008,boxing - 54-57kg featherweight men,gold,ukraine
2354,china,2008,boxing - 54-57kg featherweight men,silver,france
2355,china,2008,boxing - 54-57kg featherweight men,bronze,turkey
2356,china,2008,boxing - 54-57kg featherweight men,bronze,azerbaijan
2357,china,2008,boxing - 91kg super heavyweight men,gold,italy
2358,china,2008,boxing - 91kg super heavyweight men,silver,china
2359,china,2008,boxing - 91kg super heavyweight men,bronze,ukraine
2360,china,2008,boxing - 91kg super heavyweight men,bronze,great britain
2361,china,2008,boxing - 64 - 69 kg men,gold,kazakhstan
2362,china,2008,boxing - 64 - 69 kg men,silver,cuba
2363,china,2008,boxing - 64 - 69 kg men,bronze,china
2364,china,2008,boxing - 64 - 69 kg men,bronze,south korea
2365,china,2008,boxing - 51-54kg bantamweight men,gold,mongolia
2366,china,2008,boxing - 51-54kg bantamweight men,silver,cuba
2367,china,2008,boxing - 51-54kg bantamweight men,bronze,mauritius
2368,china,2008,boxing - 51-54kg bantamweight men,bronze,republic of moldova
2369,china,2008,boxing - 75-81kg lightheavyweight men,gold,china
2370,china,2008,boxing - 75-81kg lightheavyweight men,silver,ireland
2371,china,2008,boxing - 75-81kg lightheavyweight men,bronze,great britain
2372,china,2008,boxing - 75-81kg lightheavyweight men,bronze,kazakhstan
2373,china,2008,boxing - 69 - 75 kg men,gold,great britain
2374,china,2008,boxing - 69 - 75 kg men,silver,cuba
2375,china,2008,boxing - 69 - 75 kg men,bronze,ireland
2376,china,2008,boxing - 69 - 75 kg men,bronze,india
2377,china,2008,"wrestling - featherweight, freestyle (≤55 kilograms) men",gold,usa
2378,china,2008,"wrestling - featherweight, freestyle (≤55 kilograms) men",silver,japan
2379,china,2008,"wrestling - featherweight, freestyle (≤55 kilograms) men",bronze,bulgaria
2380,china,2008,"wrestling - featherweight, freestyle (≤55 kilograms) men",bronze,russian federation
2381,china,2008,"wrestling - super-heavyweight, freestyle (≤120 kilograms) men",gold,russian federation
2382,china,2008,"wrestling - super-heavyweight, freestyle (≤120 kilograms) men",silver,slovakia
2383,china,2008,"wrestling - super-heavyweight, freestyle (≤120 kilograms) men",bronze,kazakhstan
2384,china,2008,"wrestling - super-heavyweight, freestyle (≤120 kilograms) men",bronze,cuba
2385,china,2008,"wrestling - middleweight, freestyle (≤63 kilograms) women",gold,japan
2386,china,2008,"wrestling - middleweight, freestyle (≤63 kilograms) women",silver,russian federation
2387,china,2008,"wrestling - middleweight, freestyle (≤63 kilograms) women",bronze,kazakhstan
2388,china,2008,"wrestling - middleweight, freestyle (≤63 kilograms) women",bronze,usa
2389,china,2008,"wrestling - lightweight, freestyle (≤60 kilograms) men",gold,russian federation
2390,china,2008,"wrestling - lightweight, freestyle (≤60 kilograms) men",silver,japan
2391,china,2008,"wrestling - lightweight, freestyle (≤60 kilograms) men",bronze,kyrgyzstan
2392,china,2008,"wrestling - lightweight, freestyle (≤60 kilograms) men",bronze,iran
2393,china,2008,"wrestling - heavyweight, greco-roman (≤96 kilograms) men",gold,russian federation
2394,china,2008,"wrestling - heavyweight, greco-roman (≤96 kilograms) men",silver,germany
2395,china,2008,"wrestling - heavyweight, greco-roman (≤96 kilograms) men",bronze,usa
2396,china,2008,"wrestling - heavyweight, greco-roman (≤96 kilograms) men",bronze,czechia
2397,china,2008,"wrestling - light-heavyweight, freestyle (≤84 kilograms) men",gold,georgia
2398,china,2008,"wrestling - light-heavyweight, freestyle (≤84 kilograms) men",silver,tajikistan
2399,china,2008,"wrestling - light-heavyweight, freestyle (≤84 kilograms) men",bronze,ukraine
2400,china,2008,"wrestling - light-heavyweight, freestyle (≤84 kilograms) men",bronze,russian federation
2401,china,2008,"wrestling - light-heavyweight, greco-roman (≤84 kilograms) men",gold,italy
2402,china,2008,"wrestling - light-heavyweight, greco-roman (≤84 kilograms) men",silver,hungary
2403,china,2008,"wrestling - light-heavyweight, greco-roman (≤84 kilograms) men",bronze,turkey
2404,china,2008,"wrestling - featherweight, greco-roman (≤55 kilograms) men",gold,russian federation
2405,china,2008,"wrestling - featherweight, greco-roman (≤55 kilograms) men",silver,azerbaijan
2406,china,2008,"wrestling - featherweight, greco-roman (≤55 kilograms) men",bronze,armenia
2407,china,2008,"wrestling - featherweight, greco-roman (≤55 kilograms) men",bronze,south korea
2408,china,2008,"wrestling - welterweight, freestyle (≤66 kilograms) men",gold,turkey
2409,china,2008,"wrestling - welterweight, freestyle (≤66 kilograms) men",silver,ukraine
2410,china,2008,"wrestling - welterweight, freestyle (≤66 kilograms) men",bronze,georgia
2411,china,2008,"wrestling - welterweight, freestyle (≤66 kilograms) men",bronze,india
2412,china,2008,"wrestling - lightweight, greco-roman (≤60 kilograms) men",gold,russian federation
2413,china,2008,"wrestling - lightweight, greco-roman (≤60 kilograms) men",silver,kazakhstan
2414,china,2008,"wrestling - lightweight, greco-roman (≤60 kilograms) men",bronze,kyrgyzstan
2415,china,2008,"wrestling - lightweight, greco-roman (≤60 kilograms) men",bronze,china
2416,china,2008,"wrestling - lightweight, freestyle (≤55 kilograms) women",gold,japan
2417,china,2008,"wrestling - lightweight, freestyle (≤55 kilograms) women",silver,china
2418,china,2008,"wrestling - lightweight, freestyle (≤55 kilograms) women",bronze,canada
2419,china,2008,"wrestling - lightweight, freestyle (≤55 kilograms) women",bronze,colombia
2420,china,2008,"wrestling - middleweight, greco-roman (≤74 kilograms) men",gold,georgia
2421,china,2008,"wrestling - middleweight, greco-roman (≤74 kilograms) men",silver,china
2422,china,2008,"wrestling - middleweight, greco-roman (≤74 kilograms) men",bronze,bulgaria
2423,china,2008,"wrestling - middleweight, greco-roman (≤74 kilograms) men",bronze,france
2424,china,2008,"wrestling - heavyweight, freestyle (≤72 kilograms) women",gold,china
2425,china,2008,"wrestling - heavyweight, freestyle (≤72 kilograms) women",silver,bulgaria
2426,china,2008,"wrestling - heavyweight, freestyle (≤72 kilograms) women",bronze,japan
2427,china,2008,"wrestling - heavyweight, freestyle (≤72 kilograms) women",bronze,poland
2428,china,2008,"wrestling - middleweight, freestyle (≤74 kilograms) men",gold,russian federation
2429,china,2008,"wrestling - middleweight, freestyle (≤74 kilograms) men",silver,belarus
2430,china,2008,"wrestling - middleweight, freestyle (≤74 kilograms) men",bronze,bulgaria
2431,china,2008,"wrestling - middleweight, freestyle (≤74 kilograms) men",bronze,romania
2432,china,2008,"wrestling - flyweight, freestyle (≤48 kilograms) women",gold,canada
2433,china,2008,"wrestling - flyweight, freestyle (≤48 kilograms) women",silver,japan
2434,china,2008,"wrestling - flyweight, freestyle (≤48 kilograms) women",bronze,azerbaijan
2435,china,2008,"wrestling - flyweight, freestyle (≤48 kilograms) women",bronze,ukraine
2436,china,2008,"wrestling - super-heavyweight, greco-roman (≤120 kilograms) men",gold,cuba
2437,china,2008,"wrestling - super-heavyweight, greco-roman (≤120 kilograms) men",silver,lithuania
2438,china,2008,"wrestling - super-heavyweight, greco-roman (≤120 kilograms) men",bronze,armenia
2439,china,2008,"wrestling - super-heavyweight, greco-roman (≤120 kilograms) men",bronze,france
2440,china,2008,"wrestling - welterweight, greco-roman (≤66 kilograms) men",gold,france
2441,china,2008,"wrestling - welterweight, greco-roman (≤66 kilograms) men",silver,kyrgyzstan
2442,china,2008,"wrestling - welterweight, greco-roman (≤66 kilograms) men",bronze,ukraine
2443,china,2008,"wrestling - welterweight, greco-roman (≤66 kilograms) men",bronze,belarus
2444,china,2008,"wrestling - heavyweight, freestyle (≤96 kilograms) men",gold,russian federation
2445,china,2008,"wrestling - heavyweight, freestyle (≤96 kilograms) men",silver,georgia
2446,china,2008,"wrestling - heavyweight, freestyle (≤96 kilograms) men",bronze,azerbaijan
2447,china,2008,"wrestling - heavyweight, freestyle (≤96 kilograms) men",bronze,cuba
2448,china,2008,athletics - 20km race walk women,gold,russian federation
2449,china,2008,athletics - 20km race walk women,silver,norway
2450,china,2008,athletics - 20km race walk women,bronze,italy
2451,china,2008,athletics - long jump women,gold,brazil
2452,china,2008,athletics - long jump women,bronze,nigeria
2453,china,2008,athletics - 1500m women,gold,kenya
2454,china,2008,athletics - 1500m women,silver,ukraine
2455,china,2008,athletics - 1500m women,bronze,ukraine
2456,china,2008,athletics - shot put women,gold,new zealand
2457,china,2008,athletics - shot put women,silver,cuba
2458,china,2008,athletics - shot put women,bronze,china
2459,china,2008,athletics - heptathlon women,gold,ukraine
2460,china,2008,athletics - heptathlon women,silver,usa
2461,china,2008,athletics - heptathlon women,bronze,great britain
2462,china,2008,athletics - 20km walk men,gold,russian federation
2463,china,2008,athletics - 20km walk men,silver,ecuador
2464,china,2008,athletics - 20km walk men,bronze,australia
2465,china,2008,athletics - 110m hurdles men,gold,cuba
2466,china,2008,athletics - 110m hurdles men,silver,usa
2467,china,2008,athletics - 110m hurdles men,bronze,usa
2468,china,2008,athletics - triple jump men,gold,portugal
2469,china,2008,athletics - triple jump men,silver,great britain
2470,china,2008,athletics - triple jump men,bronze,bahamas
2471,china,2008,athletics - marathon men,gold,kenya
2472,china,2008,athletics - marathon men,silver,morocco
2473,china,2008,athletics - marathon men,bronze,ethiopia
2474,china,2008,athletics - discus throw women,gold,usa
2475,china,2008,athletics - discus throw women,silver,ukraine
2476,china,2008,athletics - discus throw women,bronze,china
2477,china,2008,athletics - decathlon men,gold,usa
2478,china,2008,athletics - decathlon men,silver,belarus
2479,china,2008,athletics - decathlon men,bronze,cuba
2480,china,2008,athletics - discus throw men,gold,estonia
2481,china,2008,athletics - discus throw men,silver,poland
2482,china,2008,athletics - discus throw men,bronze,lithuania
2483,china,2008,athletics - 800m men,gold,kenya
2484,china,2008,athletics - 800m men,silver,sudan
2485,china,2008,athletics - 800m men,bronze,kenya
2486,china,2008,athletics - shot put men,gold,poland
2487,china,2008,athletics - shot put men,silver,usa
