,medal_type,participant_type,athlete_country,host_country,game_year
8853,bronze,Athlete,germany,italy,1960
8854,gold,Athlete,ethiopia,italy,1960
8855,silver,Athlete,morocco,italy,1960
8856,bronze,Athlete,new zealand,italy,1960
8857,gold,Athlete,great britain,italy,1960
8858,silver,Athlete,sweden,italy,1960
8859,bronze,Athlete,italy,italy,1960
8860,gold,Athlete,united states of america,italy,1960
8861,silver,Athlete,united states of america,italy,1960
8862,bronze,Athlete,united states of america,italy,1960
8863,gold,Athlete,poland,italy,1960
8864,silver,Athlete,soviet union,italy,1960
8865,bronze,Athlete,soviet union,italy,1960
8866,gold,Athlete,united states of america,italy,1960
8867,silver,Athlete,germany,italy,1960
8868,bronze,Athlete,great britain,italy,1960
8869,gold,Athlete,soviet union,italy,1960
8870,silver,Athlete,poland,italy,1960
8871,bronze,Athlete,germany,italy,1960
8872,gold,Athlete,united states of america,italy,1960
8873,silver,Athlete,united states of america,italy,1960
8874,bronze,Athlete,finland,italy,1960
8875,gold,Athlete,romania,italy,1960
8876,silver,Athlete,great britain,italy,1960
8877,silver,Athlete,poland,italy,1960
8878,gold,Athlete,united states of america,italy,1960
8879,silver,Athlete,chinese taipei,italy,1960
8880,bronze,Athlete,soviet union,italy,1960
8881,gold,Athlete,soviet union,italy,1960
8882,silver,Athlete,germany,italy,1960
8883,bronze,Athlete,hungary,italy,1960
8884,gold,Athlete,poland,italy,1960
8885,silver,Athlete,soviet union,italy,1960
8886,bronze,Athlete,soviet union,italy,1960
8887,gold,Athlete,united states of america,italy,1960
8888,silver,Athlete,great britain,italy,1960
8889,bronze,Athlete,italy,italy,1960
8890,gold,Athlete,united states of america,italy,1960
8891,silver,Athlete,germany,italy,1960
8892,bronze,Athlete,south africa,italy,1960
8893,gold,Athlete,united states of america,italy,1960
8894,silver,Athlete,united states of america,italy,1960
8895,bronze,Athlete,soviet union,italy,1960
8896,gold,Athlete,united states of america,italy,1960
8897,silver,Athlete,united states of america,italy,1960
8898,bronze,Athlete,united states of america,italy,1960
8899,gold,Athlete,soviet union,italy,1960
8900,silver,Athlete,soviet union,italy,1960
8901,bronze,Athlete,romania,italy,1960
8902,gold,Athlete,soviet union,italy,1960
8903,silver,Athlete,australia,italy,1960
8904,bronze,Athlete,germany,italy,1960
8905,gold,Athlete,australia,italy,1960
8906,silver,Athlete,france,italy,1960
8907,bronze,Athlete,hungary,italy,1960
8908,gold,Athlete,soviet union,italy,1960
8909,silver,Athlete,czechoslovakia,italy,1960
8910,bronze,Athlete,soviet union,italy,1960
8911,gold,Athlete,soviet union,italy,1960
8912,silver,Athlete,germany,italy,1960
8913,bronze,Athlete,australia,italy,1960
8914,gold,Athlete,soviet union,italy,1960
8915,silver,Athlete,germany,italy,1960
8916,bronze,Athlete,united states of america,italy,1960
8917,gold,Athlete,soviet union,italy,1960
8918,silver,Athlete,hungary,italy,1960
8919,bronze,Athlete,poland,italy,1960
8920,gold,Athlete,united states of america,italy,1960
8921,silver,Athlete,united states of america,italy,1960
8922,bronze,Athlete,united states of america,italy,1960
8923,gold,Athlete,italy,italy,1960
8924,silver,Athlete,united states of america,italy,1960
8925,bronze,Athlete,france,italy,1960
8926,gold,Athlete,new zealand,italy,1960
8927,silver,Athlete,germany,italy,1960
8928,bronze,Athlete,poland,italy,1960
8929,gold,Athlete,new zealand,italy,1960
8930,silver,Athlete,belgium,italy,1960
8931,bronze,Athlete,west indies federation,italy,1960
8932,gold,Athlete,soviet union,italy,1960
8933,silver,Athlete,italy,italy,1960
8934,bronze,Athlete,belgium,italy,1960
8935,gold,Athlete,italy,italy,1960
8936,silver,Athlete,germany,italy,1960
8937,bronze,Athlete,soviet union,italy,1960
8938,gold,Athlete,italy,italy,1960
8939,silver,Athlete,belgium,italy,1960
8940,bronze,Athlete,italy,italy,1960
8941,gold,Athlete,denmark,italy,1960
8942,silver,Athlete,hungary,italy,1960
8943,bronze,Athlete,sweden,italy,1960
8944,gold,Athlete,soviet union,italy,1960
8945,silver,Athlete,germany,italy,1960
8946,bronze,Athlete,poland,italy,1960
8947,gold,Athlete,hungary,italy,1960
8948,silver,Athlete,soviet union,italy,1960
8949,bronze,Athlete,romania,italy,1960
8950,gold,Athlete,soviet union,italy,1960
8951,silver,Athlete,switzerland,italy,1960
8952,bronze,Athlete,germany,italy,1960
8953,gold,Athlete,soviet union,italy,1960
8954,gold,Athlete,finland,italy,1960
8955,bronze,Athlete,japan,italy,1960
8956,gold,Athlete,soviet union,italy,1960
8957,silver,Athlete,soviet union,italy,1960
8958,bronze,Athlete,soviet union,italy,1960
8959,gold,Athlete,soviet union,italy,1960
8960,silver,Athlete,soviet union,italy,1960
8961,bronze,Athlete,soviet union,italy,1960
8962,gold,Athlete,soviet union,italy,1960
8963,silver,Athlete,japan,italy,1960
8964,bronze,Athlete,soviet union,italy,1960
8965,gold,Athlete,japan,italy,1960
8966,silver,Athlete,japan,italy,1960
8967,bronze,Athlete,soviet union,italy,1960
8968,gold,Athlete,czechoslovakia,italy,1960
8969,silver,Athlete,soviet union,italy,1960
8970,bronze,Athlete,soviet union,italy,1960
8971,gold,Athlete,soviet union,italy,1960
8972,gold,Athlete,japan,italy,1960
8973,bronze,Athlete,soviet union,italy,1960
8974,gold,Athlete,soviet union,italy,1960
8975,silver,Athlete,soviet union,italy,1960
8976,bronze,Athlete,bulgaria,italy,1960
8977,bronze,Athlete,japan,italy,1960
8978,gold,Athlete,soviet union,italy,1960
8979,silver,Athlete,soviet union,italy,1960
8980,bronze,Athlete,soviet union,italy,1960
8981,gold,Athlete,japan,italy,1960
8982,silver,Athlete,soviet union,italy,1960
8983,bronze,Athlete,italy,italy,1960
8984,gold,Athlete,soviet union,italy,1960
8985,silver,Athlete,italy,italy,1960
8986,bronze,Athlete,japan,italy,1960
8987,gold,Athlete,soviet union,italy,1960
8988,silver,Athlete,soviet union,italy,1960
8989,bronze,Athlete,soviet union,italy,1960
8990,gold,Athlete,soviet union,italy,1960
8991,silver,Athlete,germany,italy,1960
8992,bronze,Athlete,poland,italy,1960
8993,gold,Athlete,germany,italy,1960
8994,silver,Athlete,united states of america,italy,1960
8995,bronze,Athlete,soviet union,italy,1960
8996,gold,Athlete,united states of america,italy,1960
8997,silver,Athlete,united states of america,italy,1960
8998,bronze,Athlete,mexico,italy,1960
8999,gold,Athlete,germany,italy,1960
9000,silver,Athlete,united states of america,italy,1960
9001,bronze,Athlete,great britain,italy,1960
9002,gold,Athlete,united states of america,italy,1960
9003,silver,Athlete,united states of america,italy,1960
9004,bronze,Athlete,great britain,italy,1960
9005,gold,Athlete,italy,italy,1960
9006,silver,Athlete,great britain,italy,1960
9007,bronze,Athlete,soviet union,italy,1960
9008,gold,Athlete,hungary,italy,1960
9009,silver,Athlete,hungary,italy,1960
9010,bronze,Athlete,italy,italy,1960
9011,gold,Athlete,germany,italy,1960
9012,silver,Athlete,soviet union,italy,1960
9013,bronze,Athlete,romania,italy,1960
9014,gold,Athlete,soviet union,italy,1960
9015,silver,Athlete,soviet union,italy,1960
9016,bronze,Athlete,united states of america,italy,1960
9017,gold,Athlete,turkey,italy,1960
9018,silver,Athlete,soviet union,italy,1960
9019,bronze,Athlete,sweden,italy,1960
9020,gold,Athlete,soviet union,italy,1960
9021,silver,Athlete,romania,italy,1960
9022,bronze,Athlete,bulgaria,italy,1960
9023,gold,Athlete,turkey,italy,1960
9024,silver,Athlete,japan,italy,1960
9025,bronze,Athlete,islamic republic of iran,italy,1960
9026,gold,Athlete,turkey,italy,1960
9027,silver,Athlete,hungary,italy,1960
9028,bronze,Athlete,soviet union,italy,1960
9029,gold,Athlete,bulgaria,italy,1960
9030,silver,Athlete,germany,italy,1960
9031,bronze,Athlete,romania,italy,1960
9032,gold,Athlete,turkey,italy,1960
9033,silver,Athlete,bulgaria,italy,1960
9034,bronze,Athlete,soviet union,italy,1960
9035,gold,Athlete,turkey,italy,1960
9036,silver,Athlete,islamic republic of iran,italy,1960
9037,bronze,Athlete,soviet union,italy,1960
9038,gold,Athlete,turkey,italy,1960
9039,silver,Athlete,germany,italy,1960
9040,bronze,Athlete,france,italy,1960
9041,gold,Athlete,united states of america,italy,1960
9042,silver,Athlete,turkey,italy,1960
9043,bronze,Athlete,pakistan,italy,1960
9044,gold,Athlete,soviet union,italy,1960
9045,silver,Athlete,germany,italy,1960
9046,bronze,Athlete,czechoslovakia,italy,1960
9047,gold,Athlete,united states of america,italy,1960
9048,silver,Athlete,soviet union,italy,1960
9049,bronze,Athlete,bulgaria,italy,1960
9050,gold,Athlete,united states of america,italy,1960
9051,silver,Athlete,bulgaria,italy,1960
9052,bronze,Athlete,poland,italy,1960
9053,gold,Athlete,soviet union,italy,1960
9054,silver,Athlete,yugoslavia,italy,1960
9055,bronze,Athlete,sweden,italy,1960
9056,gold,Athlete,romania,italy,1960
9057,silver,Athlete,united arab republic,italy,1960
9058,bronze,Athlete,islamic republic of iran,italy,1960
9059,gold,Athlete,germany,italy,1960
9060,silver,Athlete,turkey,italy,1960
9061,bronze,Athlete,soviet union,italy,1960
9062,gold,Athlete,turkey,italy,1960
9063,silver,Athlete,bulgaria,italy,1960
9064,bronze,Athlete,soviet union,italy,1960
9065,gold,Athlete,italy,italy,1960
9066,silver,Athlete,italy,italy,1960
9067,bronze,Athlete,great britain,italy,1960
9068,gold,Athlete,australia,italy,1960
9069,silver,Athlete,united states of america,italy,1960
9070,bronze,Athlete,brazil,italy,1960
9071,gold,Athlete,united states of america,italy,1960
9072,silver,Athlete,great britain,italy,1960
9073,bronze,Athlete,japan,italy,1960
9074,gold,Athlete,australia,italy,1960
9075,silver,Athlete,japan,italy,1960
9076,bronze,Athlete,australia,italy,1960
9077,gold,Athlete,united states of america,italy,1960
9078,silver,Athlete,japan,italy,1960
9079,bronze,Athlete,netherlands,italy,1960
9080,gold,Athlete,australia,italy,1960
9081,silver,Athlete,australia,italy,1960
9082,bronze,Athlete,united states of america,italy,1960
9083,gold,Athlete,united states of america,italy,1960
9084,silver,Athlete,netherlands,italy,1960
9085,bronze,Athlete,australia,italy,1960
9086,gold,Athlete,australia,italy,1960
9087,silver,Athlete,united states of america,italy,1960
9088,bronze,Athlete,united states of america,italy,1960
9089,gold,Athlete,united states of america,italy,1960
9090,silver,Athlete,australia,italy,1960
9091,bronze,Athlete,united states of america,italy,1960
9092,gold,Athlete,great britain,italy,1960
9093,silver,Athlete,germany,italy,1960
9094,bronze,Athlete,germany,italy,1960
9095,gold,Athlete,united states of america,italy,1960
9096,silver,Athlete,sweden,italy,1960
9097,bronze,Athlete,netherlands,italy,1960
9098,gold,Athlete,australia,italy,1960
9099,silver,Athlete,united states of america,italy,1960
9100,bronze,Athlete,great britain,italy,1960
9101,gold,Athlete,united states of america,italy,1960
9102,silver,Athlete,poland,italy,1960
9103,bronze,Athlete,romania,italy,1960
9104,bronze,Athlete,soviet union,italy,1960
9105,gold,Athlete,italy,italy,1960
9106,silver,Athlete,soviet union,italy,1960
9107,bronze,Athlete,poland,italy,1960
9108,bronze,Athlete,great britain,italy,1960
9109,gold,Athlete,united states of america,italy,1960
9110,silver,Athlete,italy,italy,1960
9111,bronze,Athlete,soviet union,italy,1960
9112,bronze,Athlete,great britain,italy,1960
9113,gold,Athlete,czechoslovakia,italy,1960
9114,silver,Athlete,ghana,italy,1960
9115,bronze,Athlete,united states of america,italy,1960
9116,bronze,Athlete,poland,italy,1960
9117,gold,Athlete,soviet union,italy,1960
9118,silver,Athlete,italy,italy,1960
9119,bronze,Athlete,poland,italy,1960
9120,bronze,Athlete,australia,italy,1960
9121,gold,Athlete,poland,italy,1960
9122,silver,Athlete,italy,italy,1960
9123,bronze,Athlete,great britain,italy,1960
9124,bronze,Athlete,argentina,italy,1960
9125,gold,Athlete,united states of america,italy,1960
9126,silver,Athlete,poland,italy,1960
9127,bronze,Athlete,australia,italy,1960
9128,bronze,Athlete,italy,italy,1960
9129,gold,Athlete,italy,italy,1960
9130,silver,Athlete,poland,italy,1960
9131,bronze,Athlete,south africa,italy,1960
9132,bronze,Athlete,finland,italy,1960
9133,gold,Athlete,hungary,italy,1960
9134,silver,Athlete,soviet union,italy,1960
9135,bronze,Athlete,japan,italy,1960
9136,bronze,Athlete,united arab republic,italy,1960
9137,gold,Athlete,italy,italy,1960
9138,silver,Athlete,south africa,italy,1960
9139,bronze,Athlete,czechoslovakia,italy,1960
9140,bronze,Athlete,germany,italy,1960
9141,gold,Athlete,denmark,italy,1960
9142,silver,Athlete,soviet union,italy,1960
9143,bronze,Athlete,belgium,italy,1960
9144,gold,Athlete,united states of america,italy,1960
9145,silver,Athlete,japan,italy,1960
9146,bronze,Athlete,islamic republic of iran,italy,1960
9147,gold,Athlete,soviet union,italy,1960
9148,silver,Athlete,united states of america,italy,1960
9149,bronze,Athlete,united states of america,italy,1960
9150,gold,Athlete,soviet union,italy,1960
9151,silver,Athlete,soviet union,italy,1960
9152,bronze,Athlete,great britain,italy,1960
9153,gold,Athlete,soviet union,italy,1960
9154,silver,Athlete,singapore,italy,1960
9155,bronze,Athlete,iraq,italy,1960
9156,gold,Athlete,poland,italy,1960
9157,silver,Athlete,united states of america,italy,1960
9158,bronze,Athlete,poland,italy,1960
9159,gold,Athlete,soviet union,italy,1960
9160,silver,Athlete,united states of america,italy,1960
9161,bronze,Athlete,hungary,italy,1960
9162,gold,Athlete,soviet union,italy,1960
9163,silver,Athlete,united states of america,italy,1960
9164,bronze,Athlete,italy,italy,1960
9165,gold,Athlete,united states of america,"australia, sweden",1956
9166,silver,Athlete,united states of america,"australia, sweden",1956
9167,bronze,Athlete,united states of america,"australia, sweden",1956
9168,gold,Athlete,mexico,"australia, sweden",1956
9169,silver,Athlete,united states of america,"australia, sweden",1956
9170,bronze,Athlete,united states of america,"australia, sweden",1956
9171,gold,Athlete,united states of america,"australia, sweden",1956
9172,silver,Athlete,united states of america,"australia, sweden",1956
9173,bronze,Athlete,canada,"australia, sweden",1956
9174,gold,Athlete,united states of america,"australia, sweden",1956
9175,silver,Athlete,united states of america,"australia, sweden",1956
9176,bronze,Athlete,mexico,"australia, sweden",1956
9177,gold,Athlete,italy,"australia, sweden",1956
9178,silver,Athlete,france,"australia, sweden",1956
9179,bronze,Athlete,great britain,"australia, sweden",1956
9180,gold,Athlete,germany,"australia, sweden",1956
9181,silver,Athlete,republic of korea,"australia, sweden",1956
9182,bronze,Athlete,ireland,"australia, sweden",1956
9183,bronze,Athlete,chile,"australia, sweden",1956
9184,gold,Athlete,soviet union,"australia, sweden",1956
9185,silver,Athlete,great britain,"australia, sweden",1956
9186,bronze,Athlete,poland,"australia, sweden",1956
9187,bronze,Athlete,finland,"australia, sweden",1956
9188,gold,Athlete,great britain,"australia, sweden",1956
9189,silver,Athlete,germany,"australia, sweden",1956
9190,bronze,Athlete,ireland,"australia, sweden",1956
9191,bronze,Athlete,soviet union,"australia, sweden",1956
9192,gold,Athlete,great britain,"australia, sweden",1956
9193,silver,Athlete,romania,"australia, sweden",1956
9194,bronze,Athlete,ireland,"australia, sweden",1956
9195,bronze,Athlete,france,"australia, sweden",1956
9196,gold,Athlete,soviet union,"australia, sweden",1956
9197,silver,Athlete,italy,"australia, sweden",1956
9198,bronze,Athlete,south africa,"australia, sweden",1956
9199,bronze,Athlete,romania,"australia, sweden",1956
9200,gold,Athlete,romania,"australia, sweden",1956
9201,silver,Athlete,ireland,"australia, sweden",1956
9202,bronze,Athlete,australia,"australia, sweden",1956
9203,bronze,Athlete,great britain,"australia, sweden",1956
9204,gold,Athlete,united states of america,"australia, sweden",1956
9205,silver,Athlete,soviet union,"australia, sweden",1956
9206,bronze,Athlete,south africa,"australia, sweden",1956
9207,bronze,Athlete,italy,"australia, sweden",1956
9208,gold,Athlete,united states of america,"australia, sweden",1956
9209,silver,Athlete,romania,"australia, sweden",1956
9210,bronze,Athlete,soviet union,"australia, sweden",1956
